Date,BlockShape,Color,Region,QuantitySold,Revenue
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,East,0.0,8.79
2020-01-01,T,Red,East,0.0,1.8900000000000001
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,4.0
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,East,0.0,6.0
2020-01-01,T,Red,West,0.0,3.12
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,T,Red,South,0.0,0.16
2020-01-01,I,Purple,West,0.0,0.67
2020-01-01,I,Purple,North,0.0,12.82
2020-01-01,I,Purple,North,0.0,5.07
2020-01-01,T,Red,North,0.0,17.45
2020-01-01,T,Red,East,0.0,5.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,East,0.0,7.62
2020-01-01,T,Red,North,1.0,164.01
2020-01-01,T,Red,North,0.0,97.02
2020-01-01,T,Red,East,1.0,215.87
2020-01-01,T,Red,South,0.0,27.0
2020-01-01,T,Red,West,0.0,21.0
2020-01-01,I,Purple,South,0.0,7.43
2020-01-01,T,Red,East,0.0,2.32
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,South,0.0,22.59
2020-01-01,T,Red,West,0.0,6.16
2020-01-01,T,Red,South,0.0,0.16
2020-01-01,T,Red,North,0.0,2.19
2020-01-01,T,Red,South,0.0,4.0
2020-01-01,T,Red,West,0.0,24.5
2020-01-01,T,Red,West,0.0,22.44
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,L,Blue,West,0.0,7.24
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,West,0.0,17.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,14.0
2020-01-01,T,Red,South,0.0,14.08
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,East,0.0,0.24
2020-01-01,T,Red,North,0.0,6.24
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,West,0.0,12.0
2020-01-01,I,Purple,East,0.0,39.83
2020-01-01,T,Red,North,0.0,9.29
2020-01-01,I,Purple,South,0.0,18.3
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,South,0.0,34.17
2020-01-01,T,Red,East,0.0,13.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,West,0.0,8.0
2020-01-01,T,Red,North,0.0,14.08
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,South,0.0,0.82
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,1.14
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,0.66
2020-01-01,I,Purple,North,0.0,0.34
2020-01-01,T,Red,North,0.0,12.9
2020-01-01,T,Red,South,0.0,0.5
2020-01-01,T,Red,North,0.0,4.41
2020-01-01,I,Purple,South,0.0,1.67
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,I,Purple,West,0.0,0.4
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,5.43
2020-01-01,T,Red,West,0.0,0.16
2020-01-01,T,Red,North,0.0,0.08
2020-01-01,L,Blue,East,0.0,26.75
2020-01-01,I,Purple,South,0.0,4.57
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,I,Purple,South,0.0,38.07
2020-01-01,T,Red,East,0.0,1.24
2020-01-01,T,Red,West,0.0,3.06
2020-01-01,T,Red,North,0.0,8.08
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,I,Purple,North,0.0,0.83
2020-01-01,T,Red,West,0.0,17.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,South,0.0,0.49
2020-01-01,T,Red,West,0.0,3.41
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,North,0.0,5.48
2020-01-01,I,Purple,East,0.0,14.72
2020-01-01,I,Purple,South,0.0,0.8
2020-01-01,T,Red,West,0.0,2.2199999999999998
2020-01-01,T,Red,South,0.0,32.91
2020-01-01,T,Red,East,0.0,85.99000000000001
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,-1.0,-1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,East,0.0,27.509999999999998
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,East,0.0,0.08
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,East,0.0,10.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,9.32
2020-01-01,T,Red,South,0.0,0.08
2020-01-01,I,Purple,East,0.0,26.24
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,3.42
2020-01-01,T,Red,South,0.0,10.25
2020-01-01,T,Red,East,0.0,4.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,I,Purple,North,0.0,76.48
2020-01-01,T,Red,South,0.0,1.14
2020-01-01,T,Red,South,0.0,13.2
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,I,Purple,North,0.0,4.37
2020-01-01,I,Purple,West,0.0,6.29
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,I,Purple,West,0.0,29.28
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,North,0.0,8.8
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,0.08
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,East,0.0,0.17
2020-01-01,I,Purple,South,0.0,15.8
2020-01-01,T,Red,East,0.0,5.58
2020-01-01,T,Red,West,0.0,4.85
2020-01-01,T,Red,West,0.0,6.4
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,4.33
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,18.31
2020-01-01,T,Red,South,0.0,7.08
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,5.0
2020-01-01,T,Red,West,0.0,4.08
2020-01-01,T,Red,South,0.0,2.36
2020-01-01,T,Red,West,0.0,54.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,East,0.0,0.17
2020-01-01,T,Red,South,0.0,13.0
2020-01-01,T,Red,West,0.0,0.24
2020-01-01,T,Red,North,0.0,7.58
2020-01-01,T,Red,South,0.0,7.0
2020-01-01,T,Red,South,0.0,6.0
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,T,Red,West,0.0,0.5
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,West,0.0,0.08
2020-01-01,I,Purple,South,0.0,0.17
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,South,0.0,1.41
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,T,Red,North,0.0,0.08
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,East,0.0,0.16
2020-01-01,T,Red,West,0.0,5.72
2020-01-01,T,Red,North,0.0,6.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,0.51
2020-01-01,T,Red,East,0.0,6.59
2020-01-01,T,Red,South,0.0,8.0
2020-01-01,T,Red,West,0.0,1.16
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,8.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,0.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,20.1
2020-01-01,T,Red,North,0.0,8.36
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,0.0
2020-01-01,T,Red,North,0.0,9.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,15.65
2020-01-01,T,Red,East,0.0,4.9
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,West,0.0,1.08
2020-01-01,T,Red,East,0.0,14.0
2020-01-01,T,Red,East,0.0,9.7
2020-01-01,T,Red,North,0.0,2.92
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,East,0.0,14.879999999999999
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,0.5
2020-01-01,T,Red,South,0.0,45.730000000000004
2020-01-01,T,Red,East,0.0,1.86
2020-01-01,T,Red,West,0.0,2.55
2020-01-01,L,Blue,East,1.0,156.0
2020-01-01,T,Red,West,0.0,12.0
2020-01-01,T,Red,South,0.0,19.05
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,North,0.0,1.16
2020-01-01,T,Red,North,0.0,3.86
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,East,0.0,2.4
2020-01-01,T,Red,East,0.0,6.33
2020-01-01,T,Red,West,0.0,4.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,2.36
2020-01-01,L,Blue,North,0.0,28.5
2020-01-01,I,Purple,North,0.0,79.67
2020-01-01,L,Blue,East,0.0,67.5
2020-01-01,T,Red,South,0.0,0.08
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,West,0.0,2.9699999999999998
2020-01-01,I,Purple,West,0.0,17.0
2020-01-01,T,Red,West,0.0,0.34
2020-01-01,L,Blue,West,0.0,53.0
2020-01-01,L,Blue,East,0.0,3.0
2020-01-01,L,Blue,East,0.0,77.87
2020-01-01,T,Red,South,0.0,1.41
2020-01-01,T,Red,West,0.0,2.0700000000000003
2020-01-01,L,Blue,South,0.0,127.5
2020-01-01,T,Red,North,0.0,0.16
2020-01-01,T,Red,East,0.0,2.88
2020-01-01,T,Red,South,0.0,4.0
2020-01-01,I,Purple,South,0.0,3.0
2020-01-01,L,Blue,West,0.0,1.0
2020-01-01,L,Blue,South,5.0,783.93
2020-01-01,T,Red,West,0.0,16.81
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,L,Blue,North,0.0,1.0
2020-01-01,L,Blue,North,0.0,4.0
2020-01-01,L,Blue,North,0.0,114.5
2020-01-01,I,Purple,North,0.0,1.0
2020-01-01,T,Red,West,0.0,8.0
2020-01-01,L,Blue,East,0.0,4.75
2020-01-01,L,Blue,South,0.0,6.0
2020-01-01,T,Red,North,0.0,10.0
2020-01-01,L,Blue,South,0.0,11.25
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,North,0.0,2.16
2020-01-01,T,Red,West,0.0,7.0
2020-01-01,L,Blue,East,0.0,59.5
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,0.17
2020-01-01,L,Blue,East,0.0,2.58
2020-01-01,T,Red,South,0.0,0.92
2020-01-01,T,Red,West,0.0,10.46
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,L,Blue,South,9.0,1271.54
2020-01-01,I,Purple,South,0.0,2.52
2020-01-01,T,Red,North,0.0,4.0
2020-01-01,L,Blue,West,4.0,641.71
2020-01-01,T,Red,South,0.0,0.16
2020-01-01,L,Blue,South,0.0,20.0
2020-01-01,L,Blue,North,0.0,77.37
2020-01-01,I,Purple,North,0.0,0.51
2020-01-01,I,Purple,East,0.0,6.78
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,L,Blue,East,0.0,0.5
2020-01-01,T,Red,South,0.0,9.24
2020-01-01,I,Purple,South,0.0,8.0
2020-01-01,L,Blue,South,1.0,164.75
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,0.33
2020-01-01,T,Red,South,0.0,0.68
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,West,0.0,15.0
2020-01-01,T,Red,West,0.0,3.0
2020-01-01,L,Blue,East,0.0,95.75
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,0.16
2020-01-01,T,Red,West,0.0,13.0
2020-01-01,T,Red,North,0.0,12.91
2020-01-01,L,Blue,South,0.0,67.0
2020-01-01,L,Blue,East,0.0,38.0
2020-01-01,T,Red,South,0.0,3.14
2020-01-01,T,Red,West,0.0,12.35
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,South,0.0,3.17
2020-01-01,I,Purple,West,0.0,2.53
2020-01-01,T,Red,North,0.0,4.17
2020-01-01,T,Red,East,0.0,16.15
2020-01-01,T,Red,North,0.0,24.27
2020-01-01,T,Red,South,0.0,7.96
2020-01-01,I,Purple,East,0.0,8.83
2020-01-01,T,Red,East,0.0,9.23
2020-01-01,I,Purple,East,0.0,5.4
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,South,0.0,5.0
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,13.86
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,I,Purple,North,0.0,0.53
2020-01-01,T,Red,South,0.0,1.15
2020-01-01,T,Red,South,0.0,0.08
2020-01-01,T,Red,East,0.0,13.32
2020-01-01,T,Red,North,0.0,1.49
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,0.57
2020-01-01,T,Red,East,0.0,11.0
2020-01-01,L,Blue,South,0.0,93.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,West,0.0,5.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,West,0.0,8.870000000000001
2020-01-01,T,Red,South,0.0,27.93
2020-01-01,T,Red,West,0.0,22.29
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,0.5
2020-01-01,T,Red,West,0.0,0.16
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,South,0.0,8.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,69.4
2020-01-01,T,Red,West,0.0,4.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,West,0.0,7.0
2020-01-01,T,Red,South,0.0,7.0600000000000005
2020-01-01,T,Red,West,0.0,3.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,East,0.0,7.9
2020-01-01,T,Red,North,0.0,5.5600000000000005
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,0.59
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,T,Red,North,0.0,20.17
2020-01-01,T,Red,West,0.0,4.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,2.16
2020-01-01,T,Red,North,0.0,4.0
2020-01-01,T,Red,South,0.0,5.05
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,6.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,2.72
2020-01-01,T,Red,East,0.0,0.64
2020-01-01,T,Red,North,0.0,0.41
2020-01-01,T,Red,East,0.0,0.4
2020-01-01,T,Red,South,0.0,46.85
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,T,Red,East,0.0,0.32
2020-01-01,T,Red,North,0.0,4.42
2020-01-01,T,Red,East,0.0,0.41
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,North,0.0,16.5
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,West,0.0,0.16
2020-01-01,T,Red,South,0.0,1.08
2020-01-01,T,Red,West,0.0,3.0
2020-01-01,T,Red,North,0.0,1.24
2020-01-01,T,Red,West,0.0,4.08
2020-01-01,T,Red,North,0.0,9.0
2020-01-01,T,Red,North,0.0,5.34
2020-01-01,T,Red,North,0.0,3.92
2020-01-01,T,Red,East,0.0,17.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,South,0.0,7.0
2020-01-01,I,Purple,North,0.0,2.0
2020-01-01,T,Red,East,0.0,2.32
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,10.0
2020-01-01,T,Red,South,0.0,0.25
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,East,0.0,4.0
2020-01-01,T,Red,West,0.0,9.0
2020-01-01,T,Red,West,0.0,28.0
2020-01-01,T,Red,West,0.0,19.0
2020-01-01,T,Red,South,0.0,0.81
2020-01-01,T,Red,North,0.0,5.0
2020-01-01,I,Purple,West,0.0,9.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,L,Blue,East,0.0,70.5
2020-01-01,T,Red,South,0.0,6.73
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,7.0
2020-01-01,L,Blue,North,-1.0,-0.75
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,West,0.0,1.17
2020-01-01,T,Red,West,0.0,42.7
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,I,Purple,East,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,6.0
2020-01-01,T,Red,South,0.0,17.92
2020-01-01,T,Red,East,0.0,5.0
2020-01-01,T,Red,North,0.0,0.16
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,0.25
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,17.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,North,0.0,4.6899999999999995
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,L,Blue,South,0.0,28.25
2020-01-01,T,Red,North,0.0,16.56
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,4.0
2020-01-01,L,Blue,North,1.0,151.29
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,4.16
2020-01-01,L,Blue,West,0.0,30.5
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,1.24
2020-01-01,T,Red,West,0.0,6.0
2020-01-01,T,Red,West,0.0,4.83
2020-01-01,T,Red,South,0.0,5.74
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,L,Blue,South,0.0,88.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,I,Purple,East,0.0,3.0
2020-01-01,L,Blue,East,0.0,0.25
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,3.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,5.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,21.0
2020-01-01,T,Red,South,0.0,32.0
2020-01-01,L,Blue,West,0.0,59.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,4.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,10.719999999999999
2020-01-01,T,Red,South,0.0,0.08
2020-01-01,I,Purple,West,0.0,0.57
2020-01-01,L,Blue,East,2.0,335.2
2020-01-01,L,Blue,East,0.0,33.5
2020-01-01,T,Red,South,0.0,9.76
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,I,Purple,West,0.0,2.35
2020-01-01,T,Red,East,0.0,12.0
2020-01-01,L,Blue,South,0.0,1.0
2020-01-01,L,Blue,East,0.0,34.5
2020-01-01,T,Red,South,0.0,21.52
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,L,Blue,South,0.0,60.75
2020-01-01,L,Blue,North,6.0,908.92
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,West,0.0,6.0
2020-01-01,T,Red,West,0.0,3.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,23.42
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,East,0.0,51.06
2020-01-01,T,Red,South,0.0,38.95
2020-01-01,T,Red,West,0.0,7.0
2020-01-01,T,Red,North,0.0,25.29
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,West,0.0,2.17
2020-01-01,T,Red,West,0.0,0.32
2020-01-01,I,Purple,East,0.0,5.59
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,0.33
2020-01-01,T,Red,North,0.0,5.0
2020-01-01,T,Red,East,0.0,4.0
2020-01-01,T,Red,West,0.0,3.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,East,0.0,9.0
2020-01-01,T,Red,South,0.0,11.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,I,Purple,East,0.0,0.02
2020-01-01,I,Purple,South,0.0,0.08
2020-01-01,I,Purple,East,0.0,0.58
2020-01-01,I,Purple,West,0.0,0.85
2020-01-01,I,Purple,West,0.0,0.34
2020-01-01,I,Purple,East,0.0,0.68
2020-01-01,T,Red,West,0.0,4.0
2020-01-01,I,Purple,North,0.0,9.83
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,L,Blue,East,0.0,10.0
2020-01-01,L,Blue,West,1.0,145.0
2020-01-01,T,Red,South,0.0,2.17
2020-01-01,L,Blue,North,2.0,320.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,East,0.0,0.42
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,L,Blue,South,0.0,32.75
2020-01-01,L,Blue,West,0.0,70.66
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,L,Blue,East,0.0,46.0
2020-01-01,T,Red,East,0.0,6.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,I,Purple,North,0.0,0.17
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,I,Purple,East,0.0,1.0
2020-01-01,L,Blue,South,0.0,39.5
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,L,Blue,East,2.0,282.8
2020-01-01,T,Red,East,0.0,10.0
2020-01-01,L,Blue,East,0.0,38.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,18.0
2020-01-01,T,Red,West,0.0,4.0
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,North,0.0,4.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,42.51
2020-01-01,T,Red,South,0.0,9.08
2020-01-01,T,Red,East,0.0,3.16
2020-01-01,T,Red,West,0.0,4.0
2020-01-01,T,Red,South,0.0,26.65
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,4.0
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,4.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,East,0.0,4.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,West,0.0,13.07
2020-01-01,T,Red,West,0.0,4.0
2020-01-01,T,Red,South,0.0,6.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,4.0
2020-01-01,T,Red,South,0.0,0.17
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,0.58
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,East,0.0,7.0
2020-01-01,T,Red,West,0.0,8.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,11.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,East,0.0,1.24
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,0.41
2020-01-01,T,Red,West,0.0,1.24
2020-01-01,T,Red,North,0.0,45.46
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,East,0.0,5.91
2020-01-01,T,Red,East,0.0,8.4
2020-01-01,T,Red,East,0.0,11.33
2020-01-01,T,Red,South,0.0,0.16
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,I,Purple,South,0.0,19.61
2020-01-01,T,Red,South,0.0,5.0
2020-01-01,T,Red,South,0.0,5.0
2020-01-01,T,Red,West,0.0,6.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,East,0.0,15.14
2020-01-01,T,Red,North,0.0,2.0
